headline,tag,date
"hydroxychloroquine and coronavirus: a guide to the scientific studies so far, drug touted by us president has no benefit, warn experts",__label__healthcare,2020-04-23
"coronavirus: martin shkreli seeks early prison release to work on covid-19 treatment, avoid infection, pharma bro martin shkreli is engaged, convicted 'pharma bro' martin shkreli wants early release to work on coronavirus cure, shkreli seeks early prison release to help with covid ‘cure’, pharmadouche martin shkreli requests early prison release to cure coronavirus",__label__healthcare,2020-04-23
"dr. oz now says of covid-19 treatment hydroxychloroquine: “we are better off waiting”, coronavirus vaccine doctor says he was fired over doubts on hydroxychloroquine, fox news stars trumpeted a malaria drug, until they didn’t, trump and fox news suggest caution on hydroxychloroquine studies (after one undercuts their case), trump disregards science as chaos overtakes coronavirus response",__label__healthcare,2020-04-23
"trump says thunderbirds, blue angels will do flyovers across country to honor medical workers, pentagon plans to dispatch blue angels and thunderbirds in coronavirus tribute, trump plans air shows around country | thehill, blue angels to fly over long island to honor coronavirus workers, trump says military's blue angels, thunderbirds will perform over cities. not all are thrilled",__label__healthcare,2020-04-23
"us officials prepare for 'two viruses' next fall: coronavirus and the flu, trump pushes back against cdc director's warning about coronavirus second wave, cdc director tries to walk back remarks on coronavirus | thehill, expert: second wave of coronavirus possible in winter",__label__healthcare,2020-04-23
"a mysterious blood-clotting complication is killing coronavirus patients, 'covid toes': doctors identify newest symptom of coronavirus, 'covid toes': doctors discover possible new symptom of coronavirus, covid-19 causes sudden strokes in young adults, doctors say",__label__healthcare,2020-04-23
"good news on remdesivir's power to treat covid-19, gilead sciences races to manufacture remdesivir, but chemistry has speed limits, gilead is scaling up remdesivir. what does this tell us?, experimental anti-viral drug remdesivir used to treat covid-19 patients, is it too late to buy gilead sciences?",__label__healthcare,2020-04-23
"health workers face anti-lockdown protesters in dramatic photos, healthcare workers protested the protesters in denver | kfi, coronavirus in colorado: live updates - there are now over 45000 deaths in the u.s.; children's hospital buys time for colo. medical providers who need masks, colorado to shift from stay-at-home to “safer at home” as some businesses can begin reopening next week",__label__healthcare,2020-04-23
"va medical facilities struggle to cope with the coronavirus, morning virus update: va facilities struggle with shortages, jobless claims hit 26 million, and more, va medical facilities struggle to cope with coronavirus, nearly 2,000 va health care workers have been diagnosed with coronavirus: report | thehill, as coronavirus spreads, va medical facilities struggle with worker, equipment shortages",__label__healthcare,2020-04-23
"drug discovered by louisville professor could be breakthrough treatment of coronavirus, uofl breakthrough technology shows promise fighting novel coronavirus, block covid-19 from infecting humans? university of louisville touts a ‘breakthrough’, uofl believes it's made breakthrough in covid-19 treatment, works to fast-track approval, university of louisville researchers' technology could block the coronavirus from infecting human cells",__label__healthcare,2020-04-23
"orange county reports highest coronavirus hospitalizations, coronavirus: more than 20,000 tests have been conducted in orange county as of april 22, 67 new covid-19 cases reported in o.c. as hospitalizations climb, covid-19: here's latest update on number of orange county deaths, cases",__label__healthcare,2020-04-23
"two cats in new york are first pets known to have coronavirus in the us, 2 cats in ny become first us pets to test positive for virus, two cats are first u.s. pets to test positive for coronavirus, two cats in new york test positive for covid-19 - xinhua | english.news.cn",__label__healthcare,2020-04-23
"how coronavirus infected some, but not all, in a restaurant, coronavirus china: restaurant air con spread illness to nine, from 1 to 9: how ac air spread coronavirus to 3 families at a restaurant in china",__label__healthcare,2020-04-23
"thief swipes puppy from home of nurse treating coronavirus patients, 11-week-old puppy stolen from er nurse’s home, puppy is stolen from e.r. nurse helping to fight coronavirus — as police search for suspect, police seek help finding puppy stolen from bay area home of er nurse helping fight coronavirus, dognapper swipes puppy from california nurse who's on front lines of coronavirus fight",__label__healthcare,2020-04-23
"coronavirus pandemic in the us: live updates, toucher and; rich: las vegas mayor is clueless and; ted johnson (hour 3), ‘reckless and dangerous:’ goodman faces criticism after tv interviews, slog pm: chubby baby sea turtles love the pandemic, vegas mayor wants you to gamble with your life",__label__healthcare,2020-04-23
"sweden could reach 'herd immunity' in weeks, top doctor says | thehill, sweden resisted a lockdown, and its capital stockholm is expected to reach 'herd immunity' in weeks, opinion: an american perspective on the swedish coronavirus strategy, what life is really like in sweden amid the coronavirus pandemic: reporter's notebook",__label__healthcare,2020-04-23
"pfizer targets summer for covid-19 vaccine human trials; potential treatment also in the works., coronavirus could be here 'permanently,' says top adviser to u.k. government, pfizer rises on nod to start first in-human covid-19 vaccine trial in germany",__label__healthcare,2020-04-23
"protests erupt again over coronavirus shelter-in-place orders. here's why some governors aren't budging, governor hogan writes to president trump to request guidance on using federal labs for covid-19 testing | southern maryland news net, md prisons free more than 2000 inmates to slow coronavirus spread, maryland governor rebuts trump over buying s. korean coronavirus test kits",__label__healthcare,2020-04-23
